index,text,label,spacy_label
11341,flexible cystoscopy was performed and the right orifice identified which was edematous and erythematous,cystoscopy,edematous
2557,the lumbar drain was also well healed,lumbar,lumbar drain
9527,there is a second lesion plantar to the fifth plantarflex metatarsal head which also measures ,metatarsal,
4229,rectal his prostate check was normal per dr,prostate,prostate
8845,time is allowed for full hemostasis to be achieved,hemostasis,
1517,the biceps tendon was nonsubluxable,tendon,biceps tendon
5392,anesthesia ,anesthesia,
11377,meticulous lymphostasis and hemostasis was obtained using hemoclips and 2 0 silk ligatures,hemostasis,
7255,this necessitated takedown of the anterior lip of the acetabulum and subsequent acetabular osteoplasty debridement with associated labral repair,anterior,anterior lip acetabulum acetabular labral
8790,indications for the procedure this patient has end stage renal disease,renal,patient renal
5715,the patient s peritoneum tented up towards the umbilicus and we entered the abdominal cavity,abdominal,patient peritoneum umbilicus abdominal cavity
6109,this alveolar tissue was cleared using blunt dissection as well as electrocautery,electrocautery,alveolar tissue blunt dissection
7624,mild lateral epicondylitis with focal tendinitis of the origin of the common extensor tendon,tendon,lateral focal
1172,most likely this is a peripheral nerve injury related to her abscess as previously described,nerve,peripheral nerve
8277,an esmarch bandage was used to exsanguinate the right lower extremity and the tourniquet was inflated to 325 mmhg,tourniquet,
2329,degenerative changes of the spine are observed,spine,spine
3972,the chest was then prepped and draped in the usual sterile fashion and previously placed segmental alloderm was removed,chest,segmental alloderm
8178,medial meniscal tear left knee,knee,medial meniscal tear left knee
329,systolic flow murmur is best heard in the pulmonary area,pulmonary,pulmonary
7611,the gallbladder was then removed up away from the liver bed using electrocautery,gallbladder electrocautery,gallbladder liver bed
1939,phacoemulsification with intraocular lens insertion right eye,eye,intraocular lens insertion right eye
3038,he has recently complained of left anterior chest pain which radiates down the left upper arm towards the elbow,anterior chest,left anterior
3338,a 19 french needle was then advanced into the common femoral artery and a wire was advanced,artery needle femoral,femoral artery
6970,ecg exhibits atrial fibrillation,atrial,atrial
11061,distal airway is clear,distal,airway
7019,epidural anesthesia was administered in the holding area after which the patient was transferred into the operating room,anesthesia,epidural anesthesia patient
3822,triventricular hydrocephalus most consistent with aqueductal stenosis,stenosis,triventricular
5197,large patent ductus arteriosus with evidence of pulmonary over circulation,pulmonary,ductus pulmonary
5707,right lower pole bleeder cauterized with electrocautery with good hemostasis,hemostasis electrocautery,electrocautery
4667,the instruments were then removed from the patient s abdomen under direct visualization,abdomen,patient abdomen
8155,the table had been previously bent to allow for easier access of the spine,spine,spine
10452,i placed several torpedo pledgets of gelfoam through the co axial sheath into the site of bleeding,bleeding,torpedo
10780,respiratory therapy and icn nurse at delivery,respiratory,
373,this was performed with 10 blade scalpel to create a transverse incision,incision,
3609,the heart was then rotated to the right side and the venous confluence was exposed,heart,heart venous
10871,the eustachian tube was completely visualized and was patent without obstruction,tube,eustachian tube
11883,the patient understood the risk of infection and wanted to proceed with the procedure,infection,patient
11303,the femoral components were tagged into position,femoral,femoral components
8368,the circumflex coronary artery had a patent stent,artery coronary,circumflex coronary artery
4962,note that the patient had had previous surgery which complicated accesses somewhat and that she had a previous hysterectomy,surgery,patient
4678,the test was terminated due to leg fatigue and achieving target heart rate,heart,leg heart
3385,there is no mitral insufficiency or left ventricular outflow obstruction,ventricular,mitral
1935,6 with 61 neutrophils 21 lymphocytes 17 monocytes suggestive of a viral infection,infection,61 neutrophils 21 lymphocytes monocytes
687,meticulous hemostasis was obtained,hemostasis,
10281,the tourniquet was dropped bleeders were cauterized,tourniquet,
4154,biopsies were done,biopsies,
3248,preoperative mri scan showed evidence of herniated nucleus pulposus at c5 c6 and c6 c7 on the left,mri,nucleus pulposus c5 c6 c6 c7
9620,left retrosigmoid craniotomy and excision of acoustic neuroma,excision,
2075,an mri brain scan at that time was unremarkable,mri brain,brain
10586,significant for hypertension and hyperlipidemia,hypertension,
6216,abdomen positive bowel sounds and soft,abdomen,abdomen bowel
6934,with the trocar in place we were able to place the remaining trocars under direct laparoscopic visualization,laparoscopic,
6532,the two hulka clips were placed perpendicular to going across each fallopian tube into the mesosalpinx,tube,fallopian tube mesosalpinx
9332,an orogastric tube was then placed by dr,tube,orogastric tube dr
5649,there was only a small amount of bleeding following the curettage,bleeding,
5008,next the 15 blade was used to deepen the incision down to the subcutaneous tissue,incision,subcutaneous tissue
4303,anesthesia monitored anesthesia care,anesthesia,
9589,anesthesia was induced by mask,anesthesia,
1445,he has intact sensation to light touch in the radial ulnar and median nerve distribution,nerve,radial ulnar nerve
2888,0 cm in diameter and direct bladder biopsy,bladder biopsy,bladder biopsy
10325,extensor hallucis brevis tendon was transected and care was taken to preserve the extensor halucis longus tendon,tendon,extensor halucis longus tendon
4207,lumbar muscle strain,lumbar,lumbar muscle
4102,no nodes were identified around the pulmonary ligament or around the esophagus,ligament pulmonary esophagus,nodes pulmonary ligament esophagus
8674,we also did a portion of the esophageal dissection from the abdomen into the chest area,abdomen chest,esophageal abdomen chest area
10812,a 1 cm incision was also made in the anterior chest,incision anterior chest,anterior chest
1508,a completion angiogram was done which showed late small type 2 leak just under the take off renal arteries,renal,renal arteries
1397,foley catheter was placed and she was secured to the table using the mayfield unit,catheter,
6153,the anterior tonsillar pillar was infiltrated with ,anterior,
1870,moderate stenosis c5 ,stenosis,
5188,lumbar spine sacro iliac ,lumbar spine,
10507,the liver and gallbladder were within normal limits,gallbladder,liver gallbladder
7240,exam under anesthesia with uterine suction curettage,anesthesia,uterine
9860,in the setting of atrial fibrillation,atrial,atrial
1262,intramedullary guide was then placed pegged and anterior cut carried out,anterior,intramedullary
1198,right shoulder impingement syndrome right suprascapular neuropathy,shoulder,
4627,left common internal carotid artery ,artery,carotid artery
8727,rigid bronchoscopy with foreign body removal,bronchoscopy,
11410,colonoscopy conscious sedation and snare polypectomy,colonoscopy,
1373,aortobifemoral bypass surgery utilizing a bifurcated hemashield graft,surgery,hemashield graft
1339,biopsies were taken and further recommendations will follow,biopsies,biopsies
7600,the patient was awakened from anesthesia and taken to the intensive care unit in stable condition,anesthesia,patient
11775,cervical dystonia,cervical,cervical
5860,the central pulmonary arteries are patent with no evidence of embolus,pulmonary,
3319,right femoral arterial and venous vascular access,femoral,venous vascular
949,heart lungs and abdomen are within normal limits,abdomen heart,heart lungs abdomen
4411,normal plantar fascia,fascia,plantar fascia
6524,the abdomen was then copiously irrigated until clear irrigation was identified,abdomen,abdomen
